RID,NCBI_GeneID,NCBI_Symbol,count,rank,Group,Specimen,Probe,Antibody_Test,Allele,Anchor_Gene,Marker_Gene,Mouse_Strain
Q-5GPP,72135,Pygo1,6,712,Chaise,6,6,0,0,0,0,0
Q-5H42,72504,Taf4b,6,713,SSR,6,6,0,0,0,0,0
Q-5HB6,72739,Zkscan3,6,714,Dataset,6,6,0,0,0,0,0
Q-5K00,74123,Foxp4,6,715,Chaise,6,6,0,0,0,0,0
Q-5KFY,74463,Exoc3l2,6,716,SSR,6,6,0,0,0,0,0
Q-5KJ2,74504,Fam53a,6,717,Dataset,6,6,0,0,0,0,0
Q-5MR2,75424,Zfp820,6,718,Chaise,6,6,0,0,0,0,0
Q-5MVR,75507,Pou5f2,6,719,SSR,6,6,0,0,0,0,0
Q-5NTM,76365,Tbx18,6,720,Dataset,6,6,0,0,0,0,0
Q-5S1A,79263,Trim39,6,721,Chaise,6,6,0,0,0,0,0
Q-5SKA,79789,CLMN,6,722,SSR,6,6,0,0,0,0,0
Q-5V88,83395,Sp6,6,723,Dataset,6,6,0,0,0,0,0
Q-5VDG,83565,Pramel3,6,724,Chaise,6,6,0,0,0,0,0
Q-5YN2,93897,Fzd10,6,725,SSR,6,6,0,0,0,0,0
Q-5YQY,93960,Nkd1,6,726,Dataset,6,6,0,0,0,0,0
Q-5YW4,94088,Trim6,6,727,Chaise,6,6,0,0,0,0,0
Q-5YWA,94091,Trim11,6,728,SSR,6,6,0,0,0,0,0
Q-608T,99377,Sall4,6,729,Dataset,6,6,0,0,0,0,0
Q-60NY,100737,Dcun1d4,6,730,Chaise,6,6,0,0,0,0,0
Q-62HW,105734,Tigd5,6,731,SSR,6,6,0,0,0,0,0
Q-636R,107503,Atf5,6,732,Dataset,6,6,0,0,0,0,0
Q-64R8,108907,Nusap1,6,733,Chaise,6,6,0,0,0,0,0
Q-66JY,110454,Ly6a,6,734,SSR,6,6,0,0,0,0,0
Q-6A6G,114249,Npnt,6,735,Dataset,6,6,0,0,0,0,0
Q-6AFW,114606,Tle6,6,736,Chaise,6,6,0,0,0,0,0
Q-6GFP,170763,Zfp87,6,737,SSR,6,6,0,0,0,0,0
Q-6KTC,217847,Serpina10,6,738,Dataset,6,6,0,0,0,6,0
Q-6KV4,217946,Cdca7l,6,739,Chaise,6,6,0,0,0,0,0
Q-6N68,225998,Rorb,6,740,SSR,6,6,0,0,0,0,0
Q-6N88,226251,Ablim1,6,741,Dataset,6,6,0,0,0,0,0
Q-6NMR,228139,P2rx3,6,742,Chaise,6,6,0,0,0,0,0
Q-6NQ8,228731,Nkx2-4,6,743,SSR,6,6,0,0,0,0,0
Q-6P8C,230936,Phf13,6,744,Dataset,6,6,0,0,0,0,0
Q-6PF2,231832,Tmem184a,6,745,Chaise,6,6,0,0,0,0,0
Q-6QNJ,237758,Zfp454,6,746,SSR,6,6,0,0,0,0,0
Q-6RAJ,241230,St8sia6,6,747,Dataset,6,6,0,0,0,0,0
Q-6S8E,245880,Wasf3,6,748,Chaise,6,6,0,0,0,0,0
Q-6WY4,268448,Phf12,6,749,SSR,6,6,0,0,0,0,0
Q-6XG4,272347,Zfp398,6,750,Dataset,6,6,0,0,0,0,0
Q-712R,320522,Bhlha9,6,751,Chaise,6,6,0,0,0,0,0
Q-7156,320590,Svopl,6,752,SSR,6,6,0,0,0,0,0
Q-731P,338352,Nell1,6,753,Dataset,6,6,0,0,0,0,0
Q-74JP,353189,SLCO4C1,6,754,Chaise,6,6,0,0,0,0,0
Q-75YW,380928,Lmo7,6,755,SSR,6,6,0,0,0,0,0
Q-765M,381413,Gpr176,6,756,Dataset,6,6,0,0,0,0,0
Q-79Z8,399593,8030497I03Rik,6,757,Chaise,6,6,0,0,0,0,0
Q-82YM,100034361,Mfap1b,6,758,SSR,6,6,0,0,0,0,0
Q-3X4R,5972,REN,5,759,Dataset,5,5,0,0,0,0,0
Q-3Y6A,6338,SCNN1B,5,760,Chaise,5,5,0,0,0,0,0
Q-3ZYC,7345,UCHL1,5,761,SSR,5,0,0,0,0,0,0
Q-4058,7477,WNT7B,5,762,Dataset,5,5,0,0,0,0,0
Q-44YR,10637,LEFTY1,5,763,Chaise,5,5,0,0,0,0,0
Q-46AJ,11606,Agt,5,764,SSR,5,5,0,0,0,0,0
Q-46TR,12014,Bach2,5,765,Dataset,5,5,0,0,0,0,0
Q-46XY,12111,Bgn,5,766,Chaise,5,5,0,0,0,0,0
Q-475J,12330,Canx,5,767,SSR,5,5,0,0,0,0,0
Q-47AG,12448,Ccne2,5,768,Dataset,5,5,0,0,0,0,0
Q-47K0,12647,Chat,5,769,Chaise,5,5,0,5,0,0,0
Q-47TE,12827,Col4a2,5,770,SSR,5,5,0,0,0,0,0
Q-47TM,12830,Col4a5,5,771,Dataset,5,5,0,0,0,0,0
Q-487P,13121,Cyp51,5,772,Chaise,5,5,0,0,0,0,0
Q-488C,13138,Dag1,5,773,SSR,5,5,0,0,0,0,0
Q-48G6,13426,Dync1i1,5,774,Dataset,5,5,0,0,0,0,0
Q-48M8,13526,Adam24,5,775,Chaise,5,5,0,0,0,0,0
Q-48VP,13819,Epas1,5,776,SSR,5,5,0,0,0,0,0
Q-48ZG,13992,Khdrbs3,5,777,Dataset,5,5,0,0,0,0,0
Q-4AK2,15431,Hoxd11,5,778,Chaise,5,5,0,0,0,0,0
Q-4AT0,15925,Ide,5,779,SSR,5,5,0,0,0,0,0
Q-4B96,16421,Itgb7,5,780,Dataset,5,5,0,0,0,0,0
Q-4BDM,16523,Kcnj8,5,781,Chaise,5,5,0,0,0,0,0
Q-4BMM,16664,Krt14,5,782,SSR,5,5,5,0,0,0,0
Q-4BQJ,16765,Stmn1,5,783,Dataset,5,5,0,0,0,0,0
Q-4BY0,16969,Zbtb7a,5,784,Chaise,5,5,0,0,0,0,0
Q-4C5E,17180,Matn1,5,785,SSR,5,5,0,0,0,0,0
Q-4C5G,17181,Matn2,5,786,Dataset,5,5,0,0,0,0,0
Q-4CQJ,17865,Mybl2,5,787,Chaise,5,5,0,0,0,0,0
Q-4CWE,17979,Ncoa3,5,788,SSR,5,5,0,0,0,0,0
Q-4DPA,18648,Pgam1,5,789,Dataset,5,5,0,0,0,0,0
Q-4E4W,19122,Prnp,5,790,Chaise,5,5,0,0,0,0,0
Q-4E82,19181,Psmc2,5,791,SSR,5,5,0,0,0,0,0
Q-4E9Y,19219,Ptger4,5,792,Dataset,5,5,0,0,0,0,0
Q-4EB0,19244,Ptp4a2,5,793,Chaise,5,5,0,0,0,0,0
Q-4EDE,19289,Igdcc3,5,794,SSR,5,5,0,0,0,0,0
Q-4EGE,19359,Rad23b,5,795,Dataset,5,5,0,0,0,0,0
Q-4F2J,19714,Rev3l,5,796,Chaise,5,5,0,0,0,0,0
Q-4F30,19726,Rfx3,5,797,SSR,5,5,0,0,0,0,0
Q-4FDP,20198,S100a4,5,798,Dataset,5,0,5,0,0,0,0
Q-4FXG,20527,Slc2a3,5,799,Chaise,5,5,0,0,0,0,0
Q-4H66,21387,Tbx4,5,800,SSR,5,5,0,0,0,0,0
Q-4HBW,21677,Tead2,5,801,Dataset,5,5,0,0,0,0,0
Q-4HC0,21679,Tead4,5,802,Chaise,5,5,0,0,0,0,0
Q-4HHR,21858,Timp2,5,803,SSR,5,5,0,0,0,0,0
Q-4HKT,21923,Tnc,5,804,Dataset,5,5,0,0,0,0,0
Q-4HPA,21974,Top2b,5,805,Chaise,5,5,0,0,0,0,0
Q-4J2C,22284,Usp9x,5,806,SSR,5,5,0,0,0,0,0
Q-4J9C,22433,Xbp1,5,807,Dataset,5,5,0,0,0,0,0
Q-4MBW,24051,Sgcb,5,808,Chaise,5,5,0,0,0,0,0
Q-4P2T,27047,Omd,5,809,SSR,5,5,0,0,0,0,0
Q-4QHA,28000,Prpf19,5,810,Dataset,5,5,0,0,0,0,0
Q-4QJ8,28035,Usp39,5,811,Chaise,5,5,0,0,0,0,0
Q-4SDE,29877,Hdgfl3,5,812,SSR,5,5,0,0,0,0,0
Q-4VB2,51796,Srrm1,5,813,Dataset,5,5,0,0,0,0,0
Q-4W48,52502,Carhsp1,5,814,Chaise,5,5,0,0,0,0,0
Q-4X3J,53614,Reck,5,815,SSR,5,5,0,0,0,0,0
Q-4XFY,53885,Nphp1,5,816,Dataset,5,5,0,0,0,0,0
Q-4XRC,54135,Lsr,5,817,Chaise,5,5,0,0,0,0,0
Q-4XYW,54401,Ywhab,5,818,SSR,5,5,0,0,0,0,0
Q-50JC,56200,Ddx21,5,819,Dataset,5,5,0,0,0,0,0
Q-50XP,56428,Mtch2,5,820,Chaise,5,5,0,0,0,0,0
Q-519G,56726,Sh3bgrl,5,821,SSR,5,5,0,0,0,0,0
Q-523W,57394,Tmem27,5,822,Dataset,5,5,0,0,0,0,0
Q-52X0,58186,Rad18,5,823,Chaise,5,5,0,0,0,0,0
Q-535Y,59001,Pole3,5,824,SSR,5,5,0,0,0,0,0
Q-5860,63940,GPSM3,5,825,Dataset,5,5,0,0,0,0,0
Q-59EG,66146,Tmem57,5,826,Chaise,5,5,0,0,0,0,0
Q-5A2Y,66596,Gtf3a,5,827,SSR,5,5,0,0,0,0,0
Q-5A76,66695,Aspn,5,828,Dataset,5,5,0,0,0,0,0
Q-5A9A,66743,Rnf220,5,829,Chaise,5,5,0,0,0,0,0
Q-5AEM,66865,Pmpca,5,830,SSR,5,5,0,0,0,0,0
Q-5AFG,66881,Pcyox1,5,831,Dataset,5,5,0,0,0,0,0
Q-5ANA,67015,Ccdc91,5,832,Chaise,5,5,0,0,0,0,0
Q-5APR,67045,Riok2,5,833,SSR,5,5,0,0,0,0,0
Q-5AQ6,67054,Paics,5,834,Dataset,5,5,0,0,0,0,0
Q-5BNY,67731,Fbxo32,5,835,Chaise,5,5,0,0,0,0,0
Q-5BQ8,67755,Ddx47,5,836,SSR,5,5,0,0,0,0,0
Q-5BS4,67803,Limd2,5,837,Dataset,5,5,0,0,0,0,0
Q-5BSE,67811,Poldip2,5,838,Chaise,5,5,0,0,0,0,0
Q-5C2Y,68031,Rnf146,5,839,SSR,5,5,0,0,0,0,0
Q-5CPP,68588,Cthrc1,5,840,Dataset,5,5,0,0,0,0,0
Q-5CVA,68738,Acss1,5,841,Chaise,5,5,0,0,0,0,0
Q-5D9W,69183,C1qtnf2,5,842,SSR,5,5,0,0,0,0,0
Q-5E28,69823,Fyttd1,5,843,Dataset,5,5,0,0,0,0,0
Q-5GA2,71834,Zbtb43,5,844,Chaise,5,5,0,0,0,0,0
Q-5GBJ,71865,Fbxo30,5,845,SSR,5,5,0,0,0,0,0
Q-5J1Y,73398,Nipsnap3a,5,846,Dataset,5,5,0,0,0,0,0
Q-5NY2,76477,Pcolce2,5,847,Chaise,5,5,0,0,0,0,0
Q-5P6T,76740,Efr3a,5,848,SSR,5,5,0,0,0,0,0
Q-5TKP,80985,Trim44,5,849,Dataset,5,5,0,0,0,0,0
Q-605T,98985,Clp1,5,850,Chaise,5,5,0,0,0,0,0
Q-6216,104303,Arl1,5,851,SSR,5,5,0,0,0,0,0
Q-6394,107566,Arl2bp,5,852,Dataset,5,5,0,0,0,0,0
Q-64Q4,108816,4933409K07Rik,5,853,Chaise,5,5,0,0,0,0,0
Q-64XM,109272,Mybpc1,5,854,SSR,5,5,0,0,0,0,0
Q-66PG,110521,Hivep1,5,855,Dataset,5,5,0,0,0,0,0
Q-66VC,110611,Hdlbp,5,856,Chaise,5,5,0,0,0,0,0
Q-672T,110784,Nr3c2,5,857,SSR,5,5,0,0,0,0,0
Q-6B46,116496,FAM129A,5,858,Dataset,5,5,0,0,0,0,0
Q-6J08,207742,Rnf43,5,859,Chaise,5,5,0,0,0,0,0
Q-6JYC,213742,Xist,5,860,SSR,5,5,0,0,0,0,0
Q-6KFP,216760,Mfap3,5,861,Dataset,5,5,0,0,0,0,0
Q-6SDY,246179,Fktn,5,862,Chaise,5,5,0,0,0,0,0
Q-702M,319655,Podxl2,5,863,SSR,5,5,0,0,0,0,0
Q-70EM,319996,Casc4,5,864,Dataset,5,5,0,0,0,0,0
Q-71HG,320910,Itgb8,5,865,Chaise,5,5,0,0,0,0,0
Q-72E8,329941,Col8a2,5,866,SSR,5,5,0,0,0,0,0
Q-7H00,544963,Iqgap2,5,867,Dataset,5,5,0,0,0,0,0
Q-871E,100038651,D130062J21Rik,5,868,Chaise,5,5,0,0,0,0,0
Q-3KXE,58,ACTA1,4,869,SSR,4,4,0,0,0,0,0
Q-3N8J,857,CAV1,4,870,Dataset,0,0,4,0,0,0,0
Q-3NE2,957,ENTPD5,4,871,Chaise,4,4,0,0,0,0,0
Q-3NZ0,1277,COL1A1,4,872,SSR,4,4,4,0,0,0,0
Q-3PK0,1636,ACE,4,873,Dataset,4,4,0,0,0,0,0
Q-3PNA,1674,DES,4,874,Chaise,4,0,4,0,0,0,0
Q-3QE2,2167,FABP4,4,875,SSR,4,0,4,0,0,0,0
Q-3R84,2676,GFRA3,4,876,Dataset,4,0,0,0,0,0,0
Q-3S86,3237,HOXD11,4,877,Chaise,4,4,0,0,0,0,0
Q-3TBT,3936,LCP1,4,878,SSR,0,0,4,0,0,0,0
Q-3TGA,4036,LRP2,4,879,Dataset,4,4,4,0,0,0,0
Q-3VGY,4741,NEFM,4,880,Chaise,4,0,0,0,0,0,0
Q-3VS6,4907,NT5E,4,881,SSR,0,0,4,0,0,0,0
Q-3W7Y,5176,SERPINF1,4,882,Dataset,4,4,0,0,0,0,0
Q-3WMJ,5420,PODXL,4,883,Chaise,4,4,4,0,0,0,0
Q-3Y2C,6271,S100A1,4,884,SSR,4,0,0,0,0,0,0
Q-3YQJ,6652,SORD,4,885,Dataset,4,4,0,0,0,0,0
Q-3Z3M,6863,TAC1,4,886,Chaise,4,0,0,0,0,0,0
Q-3ZDW,7054,TH,4,887,SSR,4,0,0,0,0,0,0
Q-405G,7481,WNT11,4,888,Dataset,4,4,0,0,0,0,0
Q-405R,7484,WNT9B,4,889,Chaise,4,4,0,0,0,0,0
Q-42QR,9356,SLC22A6,4,890,SSR,4,4,0,0,0,0,0
Q-466J,11489,Adam12,4,891,Dataset,4,4,0,0,0,0,0
Q-468E,11538,Adnp,4,892,Chaise,4,4,0,0,0,0,0
Q-469W,11576,Afp,4,893,SSR,4,4,0,0,0,0,0
Q-46BG,11632,Aip,4,894,Dataset,4,4,0,0,0,0,0
Q-46NJ,11867,Arpc1b,4,895,Chaise,4,4,0,0,0,0,0
Q-46RM,11951,Atp5g1,4,896,SSR,4,4,0,0,0,0,0
Q-46T4,11994,Pcdh15,4,897,Dataset,4,4,0,0,0,0,0
Q-46Z2,12155,Bmp15,4,898,Chaise,4,4,0,0,0,0,0
Q-4704,12181,Bop1,4,899,SSR,4,4,0,0,0,0,0
Q-472J,12268,C4b,4,900,Dataset,4,4,0,0,0,0,0
Q-475P,12332,Capg,4,901,Chaise,4,4,0,0,0,4,0
Q-4784,12387,Ctnnb1,4,902,SSR,4,4,0,0,0,0,0
Q-478G,12393,Runx2,4,903,Dataset,4,4,0,0,0,0,0
Q-478W,12399,Runx3,4,904,Chaise,4,4,0,0,0,0,0
Q-47E4,12522,Cd83,4,905,SSR,4,4,0,0,0,0,0
Q-47EW,12540,Cdc42,4,906,Dataset,4,4,0,0,0,0,0
Q-47GE,12575,Cdkn1a,4,907,Chaise,4,4,0,0,0,0,0
Q-47H8,12590,Cdx1,4,908,SSR,4,4,0,0,0,0,0
Q-47P2,12738,Cldn2,4,909,Dataset,4,4,0,0,0,0,0
Q-47R0,12778,Ackr3,4,910,Chaise,4,4,0,0,0,0,0
Q-47V6,12840,Col9a2,4,911,SSR,4,4,0,0,0,0,0
Q-47WT,12877,Cpeb1,4,912,Dataset,4,4,0,0,0,0,0
Q-4846,13048,Cux2,4,913,Chaise,4,4,0,0,0,0,0
Q-485G,13078,Cyp1b1,4,914,SSR,4,4,0,0,0,0,0
Q-4878,13115,Cyp27b1,4,915,Dataset,4,4,0,0,0,0,0
Q-4898,13172,Dbx1,4,916,Chaise,4,4,0,0,0,0,0
Q-489M,13180,Pcbd1,4,917,SSR,4,4,0,0,0,0,0
Q-489Y,13193,Dcx,4,918,Dataset,4,4,0,0,0,0,0
Q-48AG,13202,Ddt,4,919,Chaise,4,4,0,0,0,0,0
Q-48NR,13599,Ecel1,4,920,SSR,4,4,0,0,0,0,0
Q-48SM,13709,Elf1,4,921,Dataset,4,4,0,0,0,0,0
Q-48SW,13713,Elk3,4,922,Chaise,4,4,0,0,0,0,0
Q-48V2,13803,Enc1,4,923,SSR,4,4,0,0,0,0,0
Q-48VJ,13813,Eomes,4,924,Dataset,4,4,0,0,0,0,0
Q-4966,14160,Lgr5,4,925,Chaise,4,4,0,0,0,0,0
Q-4974,14175,Fgf4,4,926,SSR,4,4,0,0,0,0,0
Q-4978,14177,Fgf6,4,927,Dataset,4,4,0,0,0,0,0
Q-49AA,14247,Fli1,4,928,Chaise,4,4,0,0,0,0,0
Q-49EE,14366,Fzd4,4,929,SSR,4,4,0,0,0,0,0
Q-49ET,14371,Fzd9,4,930,Dataset,4,4,0,0,0,0,0
Q-49HP,14432,Gap43,4,931,Chaise,4,4,0,0,0,0,0
Q-49M8,14545,Gdap1,4,932,SSR,4,4,0,0,0,0,0
Q-49SR,14842,Gsx1,4,933,Dataset,4,4,0,0,0,0,0
Q-4A1J,14857,Gsta1,4,934,Chaise,4,4,0,0,0,0,0
Q-4AB0,15182,Hdac2,4,935,SSR,4,4,0,0,0,0,0
Q-4ABA,15191,Hdgf,4,936,Dataset,4,4,0,0,0,0,0
Q-4ADM,15248,Hic1,4,937,Chaise,4,4,0,0,0,0,0
Q-4AEM,15284,Hlx,4,938,SSR,4,4,0,0,0,0,0
Q-4AFC,15312,Hmgn1,4,939,Dataset,4,4,0,0,0,0,0
Q-4AHA,15396,Hoxa11,4,940,Chaise,4,4,0,0,0,0,0
Q-4AHR,15404,Hoxa7,4,941,SSR,4,4,0,0,0,0,0
Q-4AJ8,15414,Hoxb6,4,942,Dataset,4,4,0,0,0,0,0
Q-4AJW,15427,Hoxc9,4,943,Chaise,4,4,0,0,0,0,0
Q-4AN2,15478,Hs3st3a1,4,944,SSR,4,4,0,0,0,0,0
Q-4BG4,16574,Kif5c,4,945,Dataset,4,4,0,0,0,0,0
Q-4BHC,16600,Klf4,4,946,Chaise,4,4,0,0,0,0,0
Q-4BSR,16825,Ldb1,4,947,SSR,4,4,0,0,0,0,0
Q-4BTR,16906,Lmnb1,4,948,Dataset,4,4,0,0,0,0,0
Q-4BVG,16870,Lhx2,4,949,Chaise,4,4,0,0,0,0,0
Q-4BX6,16917,Lmx1b,4,950,SSR,4,4,0,0,0,0,0
Q-4C2R,17129,Smad5,4,951,Dataset,4,4,0,0,0,0,0
Q-4C5T,17187,Max,4,952,Chaise,4,4,0,0,0,0,0
Q-4CAC,17294,Mest,4,953,SSR,4,4,0,0,0,0,0
Q-4CAM,17300,Foxc1,4,954,Dataset,4,4,0,0,0,0,0
Q-4CBW,17345,Mki67,4,955,Chaise,4,4,0,0,0,0,0
Q-4CE2,17436,Me1,4,956,SSR,4,4,0,0,0,0,0
Q-4CME,17755,Map1b,4,957,Dataset,4,4,0,0,0,0,0
Q-4CMY,17765,Mtf2,4,958,Chaise,4,4,0,0,0,0,0
Q-4CQE,17863,Myb,4,959,SSR,4,4,0,0,0,0,0
Q-4CSA,17909,Myo10,4,960,Dataset,4,4,0,0,0,0,0
Q-4CVE,17957,Napb,4,961,Chaise,4,4,0,0,0,0,0
Q-4CY0,18014,Neurog1,4,962,SSR,4,4,0,0,0,0,0
Q-4CYC,18021,Nfatc3,4,963,Dataset,4,4,0,0,0,0,0
Q-4CZ4,18034,Nfkb2,4,964,Chaise,4,4,0,0,0,0,0
Q-4DEM,18452,P4ha2,4,965,SSR,4,4,0,0,0,0,0
Q-4DPY,18674,Slc25a3,4,966,Dataset,4,4,0,0,0,0,0
Q-4DS6,18740,Pitx1,4,967,Chaise,4,4,0,0,0,0,0
Q-4DWA,18796,Plcb2,4,968,SSR,4,4,0,0,0,0,0
Q-4DXR,18826,Lcp1,4,969,Dataset,0,0,4,0,0,0,0
Q-4DY2,18844,Plxna1,4,970,Chaise,4,4,0,0,0,0,0
Q-4DY4,18845,Plxna2,4,971,SSR,4,4,0,0,0,0,0
Q-4E12,19009,Pou6f1,4,972,Dataset,4,4,0,0,0,0,0
Q-4E8G,19192,Psme3,4,973,Chaise,4,4,0,0,0,0,0
Q-4EA0,19220,Ptgfr,4,974,SSR,4,4,0,0,0,0,0
Q-4EC4,19264,Ptprc,4,975,Dataset,4,0,4,0,0,0,0
Q-4EG2,19353,Rac1,4,976,Chaise,4,4,0,0,0,0,0
Q-4F2W,19724,Rfx1,4,977,SSR,4,4,0,0,0,0,0
Q-4F42,19763,Ring1,4,978,Dataset,4,4,0,0,0,0,0
Q-4F7P,19883,Rora,4,979,Chaise,4,4,0,0,0,0,0
Q-4FCR,20182,Rxrb,4,980,SSR,4,4,0,0,0,0,0
Q-4FDT,20200,S100a6,4,981,Dataset,4,4,0,0,0,0,0
Q-4FEW,20222,Sf3a2,4,982,Chaise,4,4,0,0,0,0,0
Q-4FN6,20358,Sema6a,4,983,SSR,4,4,0,0,0,0,0
Q-4FTM,20473,Six3,4,984,Dataset,4,4,0,0,0,0,0
Q-4FZ0,20585,Hltf,4,985,Chaise,4,4,0,0,0,0,0
Q-4FZ2,20586,Smarca4,4,986,SSR,4,4,0,0,0,0,0
Q-4G1J,20637,Snrnp70,4,987,Dataset,4,4,0,0,0,0,0
Q-4G2T,20667,Sox12,4,988,Chaise,4,4,0,0,0,0,0
Q-4G3W,20684,Sp100,4,989,SSR,4,4,0,0,0,0,0
Q-4G48,20689,Sall3,4,990,Dataset,4,4,0,0,0,0,0
Q-4G5Y,20720,Serpine2,4,991,Chaise,4,4,0,0,0,0,0
Q-4G62,20724,Serpinb5,4,992,SSR,4,4,0,0,0,0,0
Q-4G8T,20788,Srebf2,4,993,Dataset,4,4,0,0,0,0,0
Q-4G9Y,20834,Znrf4,4,994,Chaise,4,4,0,0,0,0,0
Q-4GEW,20965,Syn2,4,995,SSR,4,4,0,0,0,0,0
Q-4H40,21335,Tacc3,4,996,Dataset,4,4,0,0,0,0,0
Q-4H6W,21406,Tcf12,4,997,Chaise,4,4,0,0,0,0,0
Q-4HD6,21753,Tes,4,998,SSR,4,4,0,0,0,0,0
Q-4HR4,22032,Traf4,4,999,Dataset,4,4,0,0,0,0,0
Q-4HRC,22036,Traip,4,1000,Chaise,4,4,0,0,0,0,0
Q-4HV0,22113,Phlda2,4,1001,SSR,4,4,0,0,0,0,0
Q-4J46,22324,Vav1,4,1002,Dataset,4,4,0,0,0,0,0
Q-4JC0,22640,Zfp1,4,1003,Chaise,4,4,0,0,0,0,0
Q-4JC6,22644,Rnf103,4,1004,SSR,4,4,0,0,0,0,0
Q-4JCM,22661,Zfp148,4,1005,Dataset,4,4,0,0,0,0,0
Q-4JD0,22678,Zfp2,4,1006,Chaise,4,4,0,0,0,0,0
Q-4JDY,22700,Zfp40,4,1007,SSR,4,4,0,0,0,0,0
Q-4JFW,22768,Zfy2,4,1008,Dataset,4,4,0,0,0,0,0
Q-4JGC,22778,Ikzf1,4,1009,Chaise,4,4,0,0,0,0,0
Q-4M4P,23844,Clca1,4,1010,SSR,4,4,0,0,0,0,0
Q-4M5M,23874,Farsb,4,1011,Dataset,4,4,0,0,0,0,0
Q-4M6A,23888,Gpc6,4,1012,Chaise,4,4,0,0,0,0,0
Q-4MCM,24064,Spry2,4,1013,SSR,4,4,0,0,0,0,0
Q-4N94,26371,Ciao1,4,1014,Dataset,4,4,0,0,0,0,0
Q-4NAW,26405,Map3k2,4,1015,Chaise,4,4,0,0,0,0,0
Q-4NB0,26407,Map3k4,4,1016,SSR,4,4,0,0,0,0,0
Q-4SCM,29861,Dpf1,4,1017,Dataset,4,4,0,0,0,0,0
Q-4SMW,30058,Timm8a1,4,1018,Chaise,4,4,0,0,0,0,0
Q-4ST0,30939,Pttg1,4,1019,SSR,4,4,0,0,0,0,0
Q-4STA,30944,Zfp354c,4,1020,Dataset,4,4,0,0,0,0,0
Q-4STE,30946,Abt1,4,1021,Chaise,4,4,0,0,0,0,0
Q-4T12,50766,Crim1,4,1022,SSR,4,4,0,4,0,0,4
Q-4T30,50799,Slc25a13,4,1023,Dataset,4,4,0,0,0,0,0
Q-4T6Y,50914,Olig1,4,1024,Chaise,4,4,0,0,0,0,0
Q-4W2Y,52468,Ctdsp2,4,1025,SSR,4,4,0,0,0,0,0
Q-4WHA,52822,Rufy3,4,1026,Dataset,4,4,0,0,0,0,0
Q-4X46,53624,Cldn7,4,1027,Chaise,4,4,0,0,0,0,0
Q-4XF8,53872,Caprin1,4,1028,SSR,4,4,0,0,0,0,0
Q-4XSC,54156,Egfl6,4,1029,Dataset,4,4,0,0,0,0,0
Q-4XTP,54201,Zfp316,4,1030,Chaise,4,4,0,0,0,0,0
Q-4YA0,54630,Prickle3,4,1031,SSR,4,4,0,0,0,0,0
Q-4YA2,54631,Nphs1,4,1032,Dataset,4,4,4,0,0,0,0
Q-508W,55994,Smad9,4,1033,Chaise,4,4,0,0,0,0,0
Q-50K4,56213,Htra1,4,1034,SSR,4,4,0,0,0,0,0
Q-50ZM,56469,Pias1,4,1035,Dataset,4,4,0,0,0,0,0
Q-511J,56516,Rbms2,4,1036,Chaise,4,4,0,0,0,0,0
Q-5180,56693,Crtap,4,1037,SSR,4,4,0,0,0,0,0
Q-5192,56711,Plag1,4,1038,Dataset,4,4,0,0,0,0,0
Q-519W,56736,Rnf14,4,1039,Chaise,4,4,0,0,0,0,0
Q-51CA,56808,Cacna2d2,4,1040,SSR,4,4,0,0,0,0,0
Q-523C,57376,Smarce1,4,1041,Dataset,4,4,0,0,0,0,0
Q-52TW,57890,Il17re,4,1042,Chaise,4,4,0,0,0,0,0
Q-532M,58522,Trim54,4,1043,SSR,4,4,0,0,0,0,0
Q-533W,58801,Pmaip1,4,1044,Dataset,4,4,0,0,0,0,0
Q-534C,58859,Efemp2,4,1045,Chaise,4,4,0,0,0,0,0
Q-5350,58887,Repin1,4,1046,SSR,4,4,0,0,0,0,0
Q-536G,59009,Sh3rf1,4,1047,Dataset,4,4,0,0,0,0,0
Q-536P,59012,Moxd1,4,1048,Chaise,4,4,0,0,0,0,0
Q-5374,59022,Edf1,4,1049,SSR,4,4,0,0,0,0,0
